OrderID,OrderDate,ShipDate,CustomerID,ProductID,RegionID,Quantity,Discount,ShipMode
ORD-20063,2024-03-15,2024-03-17,CUST-007,PRD-010,R04,9,0.0,Standard
ORD-20064,2024-03-17,2024-03-19,CUST-065,PRD-001,R05,1,0.0,Same Day
ORD-20065,2024-03-18,2024-03-20,CUST-007,PRD-002,R04,2,0.05,Standard
ORD-20066,2024-03-20,2024-03-21,CUST-053,PRD-010,R03,6,0.0,Standard
ORD-20067,2024-03-20,2024-03-21,CUST-048,PRD-007,R02,1,0.1,Standard
ORD-20068,2024-03-22,2024-03-25,CUST-036,PRD-005,R01,1,0.0,Express
ORD-20069,2024-03-23,2024-03-27,CUST-014,PRD-003,R01,5,0.05,Standard
ORD-20070,2024-03-25,2024-03-26,CUST-070,PRD-007,R03,2,0.0,Express
ORD-20071,2024-03-26,2024-04-01,CUST-032,PRD-003,R04,4,0.05,Standard
ORD-20072,2024-03-27,2024-03-30,CUST-056,PRD-011,R04,4,0.05,Standard
ORD-20073,2024-03-27,2024-04-02,CUST-068,PRD-010,R04,6,0.0,Standard
ORD-20074,2024-03-27,2024-04-01,CUST-079,PRD-004,R01,1,0.0,Standard
ORD-20075,2024-03-28,2024-03-31,CUST-064,PRD-001,R03,1,0.1,Express
ORD-20076,2024-03-28,2024-03-30,CUST-054,PRD-011,R03,6,0.15,Standard
ORD-20077,2024-03-28,2024-03-30,CUST-078,PRD-003,R04,2,0.0,Express
ORD-20078,2024-03-30,2024-04-01,CUST-072,PRD-009,R02,1,0.0,Express
ORD-20079,2024-03-31,2024-04-04,CUST-003,PRD-011,R02,6,0.1,Standard
ORD-20080,2024-04-01,2024-04-04,CUST-045,PRD-010,R02,6,0.0,Standard
ORD-20081,2024-04-01,2024-04-04,CUST-026,PRD-011,R04,4,0.15,Standard
ORD-20082,2024-04-04,2024-04-05,CUST-057,PRD-006,R03,2,0.1,Standard
ORD-20083,2024-04-04,2024-04-09,CUST-011,PRD-011,R04,2,0.0,Express
ORD-20084,2024-04-05,2024-04-11,CUST-068,PRD-006,R04,2,0.1,Standard
ORD-20085,2024-04-05,2024-04-09,CUST-078,PRD-003,R04,5,0.0,Express
ORD-20086,2024-04-06,2024-04-07,CUST-008,PRD-006,R02,2,0.05,Standard
ORD-20087,2024-04-07,2024-04-08,CUST-061,PRD-004,R05,3,0.1,Standard
ORD-20088,2024-04-07,2024-04-12,CUST-038,PRD-010,R04,1,0.05,Standard
ORD-20089,2024-04-08,2024-04-10,CUST-080,PRD-011,R03,6,0.15,Express
ORD-20090,2024-04-09,2024-04-12,CUST-049,PRD-002,R02,2,0.0,Standard
ORD-20091,2024-04-10,2024-04-16,CUST-076,PRD-002,R02,3,0.0,Express
ORD-20092,2024-04-13,2024-04-18,CUST-005,PRD-004,R02,2,0.05,Standard
ORD-20093,2024-04-15,2024-04-18,CUST-049,PRD-006,R02,3,0.0,Standard
ORD-20094,2024-04-16,2024-04-21,CUST-064,PRD-012,R03,2,0.05,Express
ORD-20095,2024-04-18,2024-04-20,CUST-005,PRD-012,R02,2,0.0,Express
ORD-20096,2024-04-18,2024-04-19,CUST-058,PRD-012,R02,1,0.05,Express
ORD-20097,2024-04-18,2024-04-21,CUST-068,PRD-010,R04,8,0.1,Standard
ORD-20098,2024-04-19,2024-04-24,CUST-075,PRD-009,R01,1,0.05,Standard
ORD-20099,2024-04-19,2024-04-21,CUST-044,PRD-003,R01,1,0.15,Same Day
ORD-20100,2024-04-20,2024-04-26,CUST-030,PRD-004,R01,3,0.1,Standard
ORD-20101,2024-04-21,2024-04-23,CUST-068,PRD-001,R04,2,0.1,Standard
ORD-20102,2024-04-21,2024-04-25,CUST-038,PRD-011,R04,6,0.0,Express
ORD-20103,2024-04-21,2024-04-23,CUST-026,PRD-003,R04,5,0.0,Standard
ORD-20104,2024-04-22,2024-04-26,CUST-073,PRD-002,R02,1,0.05,Express
ORD-20105,2024-04-22,2024-04-24,CUST-063,PRD-004,R02,1,0.0,Express
ORD-20106,2024-04-23,2024-04-25,CUST-033,PRD-004,R01,4,0.1,Standard
ORD-20107,2024-04-25,2024-04-26,CUST-004,PRD-010,R02,10,0.0,Standard
ORD-20108,2024-04-27,2024-04-29,CUST-067,PRD-001,R04,2,0.05,Standard
ORD-20109,2024-04-28,2024-04-29,CUST-018,PRD-003,R02,4,0.0,Standard
ORD-20110,2024-04-28,2024-05-03,CUST-034,PRD-011,R02,1,0.05,Standard
ORD-20111,2024-04-28,2024-05-03,CUST-004,PRD-011,R02,4,0.15,Standard
ORD-20112,2024-04-29,2024-05-04,CUST-028,PRD-008,R01,1,0.1,Standard
ORD-20113,2024-04-29,2024-05-01,CUST-073,PRD-007,R02,2,0.0,Standard
ORD-20114,2024-05-01,2024-05-03,CUST-023,PRD-003,R04,5,0.0,Standard
ORD-20115,2024-05-03,2024-05-05,CUST-006,PRD-011,R01,1,0.0,Express
ORD-20116,2024-05-04,2024-05-05,CUST-018,PRD-010,R02,3,0.0,Standard
ORD-20117,2024-05-05,2024-05-06,CUST-015,PRD-006,R01,4,0.0,Standard
ORD-20118,2024-05-07,2024-05-10,CUST-035,PRD-002,R04,1,0.15,Express
ORD-20119,2024-05-08,2024-05-09,CUST-013,PRD-003,R02,4,0.1,Express
ORD-20120,2024-05-08,2024-05-12,CUST-013,PRD-004,R02,3,0.0,Express
ORD-20121,2024-05-09,2024-05-13,CUST-021,PRD-004,R02,3,0.05,Express
ORD-20122,2024-05-10,2024-05-13,CUST-067,PRD-001,R04,2,0.15,Standard
ORD-20123,2024-05-11,2024-05-12,CUST-023,PRD-005,R04,1,0.0,Express
ORD-20124,2024-05-12,2024-05-18,CUST-078,PRD-005,R04,2,0.1,Standard
ORD-20125,2024-05-12,2024-05-14,CUST-060,PRD-003,R02,3,0.1,Standard
ORD-20126,2024-05-14,2024-05-19,CUST-008,PRD-004,R02,3,0.1,Express
ORD-20127,2024-05-15,2024-05-21,CUST-031,PRD-004,R04,3,0.0,Express
ORD-20128,2024-05-16,2024-05-22,CUST-005,PRD-004,R02,2,0.15,Standard
ORD-20129,2024-05-16,2024-05-20,CUST-015,PRD-008,R01,1,0.15,Standard
ORD-20130,2024-05-18,2024-05-22,CUST-001,PRD-006,R03,2,0.0,Express
ORD-20131,2024-05-24,2024-05-29,CUST-029,PRD-003,R05,4,0.05,Express
ORD-20132,2024-05-25,2024-05-30,CUST-075,PRD-010,R01,3,0.0,Standard
ORD-20133,2024-05-25,2024-05-30,CUST-079,PRD-006,R01,4,0.05,Standard
ORD-20134,2024-05-28,2024-06-03,CUST-006,PRD-006,R01,3,0.05,Standard
ORD-20135,2024-05-28,2024-05-30,CUST-026,PRD-010,R04,7,0.05,Same Day
ORD-20136,2024-05-29,2024-05-30,CUST-055,PRD-010,R04,10,0.1,Standard
ORD-20137,2024-05-30,2024-06-03,CUST-060,PRD-011,R02,2,0.0,Express
ORD-20138,2024-05-31,2024-06-04,CUST-025,PRD-010,R03,1,0.0,Standard
ORD-20139,2024-05-31,2024-06-06,CUST-040,PRD-009,R04,1,0.1,Standard
ORD-20140,2024-06-04,2024-06-06,CUST-016,PRD-010,R05,4,0.0,Express
ORD-20141,2024-06-05,2024-06-06,CUST-043,PRD-002,R02,1,0.0,Express
ORD-20142,2024-06-05,2024-06-03,CUST-020,PRD-010,R04,4,0.0,Same Day
ORD-20143,2024-06-05,2024-06-11,CUST-014,PRD-003,R01,5,0.1,Standard
ORD-20144,2024-06-07,2024-06-09,CUST-056,PRD-003,R04,1,0.0,Standard
ORD-20145,2024-06-07,2024-06-09,CUST-013,PRD-002,R02,3,0.1,Standard
ORD-20146,2024-06-07,2024-06-12,CUST-002,PRD-004,R03,3,0.05,Standard
ORD-20147,2024-06-07,2024-06-11,CUST-038,PRD-001,R04,2,0.1,Standard
ORD-20148,2024-06-08,2024-06-10,CUST-070,PRD-009,R03,2,0.1,Same Day
ORD-20149,2024-06-08,2024-06-12,CUST-030,PRD-010,R01,6,0.1,Standard
ORD-20150,2024-06-09,2024-06-13,CUST-046,PRD-010,R05,3,0.0,Express
ORD-20151,2024-06-09,2024-06-10,CUST-016,PRD-002,R05,3,0.0,Express
ORD-20152,2024-06-10,2024-06-15,CUST-019,PRD-009,R03,2,0.05,Standard
ORD-20153,2024-06-10,2024-06-14,CUST-014,PRD-011,R01,4,0.05,Standard
ORD-20154,2024-06-11,2024-06-17,CUST-017,PRD-001,R04,2,0.1,Standard
ORD-20155,2024-06-11,2024-06-13,CUST-049,PRD-003,R02,5,0.1,Standard
ORD-20156,2024-06-12,2024-06-18,CUST-053,PRD-003,R03,2,0.0,Standard
ORD-20157,2024-06-12,2024-06-17,CUST-026,PRD-006,R04,1,0.0,Express
ORD-20158,2024-06-13,2024-06-16,CUST-051,PRD-003,R02,5,0.05,Express
ORD-20159,2024-06-13,2024-06-14,CUST-032,PRD-007,R04,1,0.05,Standard
ORD-20160,2024-06-15,2024-06-20,CUST-026,PRD-004,R04,3,0.0,Standard
ORD-20161,2024-06-16,2024-06-22,CUST-014,PRD-009,R01,2,0.0,Express
ORD-20162,2024-06-18,2024-06-20,CUST-027,PRD-007,R05,2,0.0,Standard
ORD-20163,2024-06-19,2024-06-20,CUST-026,PRD-009,R04,1,0.0,Standard
ORD-20164,2024-06-19,2024-06-20,CUST-038,PRD-003,R04,1,0.0,Express
ORD-20165,2024-06-20,2024-06-22,CUST-068,PRD-010,R04,6,0.0,Express
ORD-20166,2024-06-21,2024-06-26,CUST-073,PRD-010,R02,3,0.0,Same Day
ORD-20167,2024-06-22,2024-06-24,CUST-020,PRD-010,R04,9,0.0,Standard
ORD-20168,2024-06-22,2024-06-28,CUST-044,PRD-001,R01,1,0.0,Express
ORD-20169,2024-06-22,2024-06-28,CUST-010,PRD-012,R02,2,0.0,Standard
ORD-20170,2024-06-23,2024-06-28,CUST-068,PRD-007,R04,2,0.0,Standard
ORD-20171,2024-06-23,2024-06-24,CUST-027,PRD-003,R05,4,0.0,Standard
ORD-20172,2024-06-23,2024-06-27,CUST-052,PRD-005,R05,2,0.1,Standard
ORD-20173,2024-06-24,2024-06-26,CUST-073,PRD-006,R02,1,0.1,Standard
ORD-20174,2024-06-24,2024-06-28,CUST-045,PRD-006,R02,1,0.0,Standard
ORD-20175,2024-06-24,2024-06-28,CUST-073,PRD-003,R02,3,0.0,Express
ORD-20176,2024-06-25,2024-06-30,CUST-040,PRD-003,R04,3,0.0,Express
ORD-20177,2024-06-25,2024-06-30,CUST-076,PRD-004,R02,4,0.05,Standard
ORD-20178,2024-06-26,2024-06-30,CUST-055,PRD-010,R04,3,0.0,Standard
ORD-20179,2024-06-27,2024-07-02,CUST-051,PRD-005,R02,2,0.05,Express
ORD-20180,2024-06-27,2024-06-30,CUST-040,PRD-001,R04,2,0.05,Standard
ORD-20181,2024-06-28,2024-07-04,CUST-079,PRD-006,R01,2,0.05,Standard
ORD-20182,2024-06-28,2024-07-04,CUST-059,PRD-003,R04,3,0.1,Same Day
ORD-20183,2024-07-02,2024-07-03,CUST-047,PRD-001,R03,2,0.0,Standard
ORD-20184,2024-07-03,2024-07-06,CUST-015,PRD-012,R01,5,0.0,Standard
ORD-20185,2024-07-04,2024-07-08,CUST-067,PRD-003,R04,5,0.0,Express
ORD-20186,2024-07-05,2024-07-11,CUST-026,PRD-007,R04,2,0.0,Standard
ORD-20187,2024-07-05,2024-07-11,CUST-008,PRD-004,R02,3,0.05,Standard
ORD-20188,2024-07-09,2024-07-14,CUST-070,PRD-001,R03,1,0.0,Express
ORD-20189,2024-07-11,2024-07-12,CUST-055,PRD-011,R04,3,0.0,Express
ORD-20190,2024-07-12,2024-07-17,CUST-032,PRD-012,R04,2,0.0,Express
ORD-20191,2024-07-13,2024-07-14,CUST-043,PRD-003,R02,4,0.0,Standard
ORD-20192,2024-07-14,2024-07-20,CUST-068,PRD-005,R04,2,0.0,Standard
ORD-20193,2024-07-14,2024-07-19,CUST-023,PRD-004,R04,1,0.0,Standard
ORD-20194,2024-07-15,2024-07-21,CUST-076,PRD-002,R02,3,0.15,Standard
ORD-20195,2024-07-18,2024-07-24,CUST-010,PRD-009,R02,1,0.0,Standard
ORD-20196,2024-07-20,2024-07-26,CUST-047,PRD-010,R03,4,0.05,Standard
ORD-20197,2024-07-20,2024-07-24,CUST-058,PRD-010,R02,6,0.0,Standard
ORD-20198,2024-07-21,2024-07-25,CUST-009,PRD-009,R03,1,0.0,Standard
ORD-20199,2024-07-22,2024-07-24,CUST-023,PRD-001,R04,1,0.0,Standard
ORD-20200,2024-07-23,2024-07-26,CUST-061,PRD-003,R05,2,0.0,Express
ORD-20201,2024-07-25,2024-07-26,CUST-049,PRD-006,R02,1,0.1,Express
ORD-20202,2024-07-26,2024-07-31,CUST-054,PRD-010,R03,3,0.0,Standard
ORD-20203,2024-07-26,2024-07-29,CUST-054,PRD-004,R03,2,0.0,Express
ORD-20204,2024-07-26,2024-08-01,CUST-024,PRD-005,R02,1,0.15,Standard
ORD-20205,2024-07-28,2024-08-03,CUST-003,PRD-011,R02,3,0.1,Standard
ORD-20206,2024-08-01,2024-08-05,CUST-070,PRD-001,R03,1,0.0,Standard
ORD-20207,2024-08-02,2024-08-08,CUST-010,PRD-003,R02,3,0.0,Express
ORD-20208,2024-08-03,2024-08-04,CUST-039,PRD-003,R03,2,0.05,Same Day
ORD-20209,2024-08-04,2024-08-07,CUST-070,PRD-012,R03,4,0.0,Express
ORD-20210,2024-08-04,2024-08-05,CUST-005,PRD-003,R02,3,0.0,Standard
ORD-20211,2024-08-04,2024-08-05,CUST-058,PRD-001,R02,2,0.0,Express
ORD-20212,2024-08-07,2024-08-10,CUST-006,PRD-005,R01,2,0.1,Standard
ORD-20213,2024-08-07,2024-08-12,CUST-010,PRD-009,R02,2,0.0,Express
ORD-20214,2024-08-07,2024-08-12,CUST-019,PRD-002,R03,3,0.15,Express
ORD-20215,2024-08-08,2024-08-13,CUST-029,PRD-011,R05,1,0.0,Express
ORD-20216,2024-08-08,2024-08-14,CUST-049,PRD-003,R02,1,0.0,Standard
ORD-20217,2024-08-09,2024-08-15,CUST-029,PRD-010,R05,9,0.0,Standard
ORD-20218,2024-08-11,2024-08-14,CUST-066,PRD-002,R02,2,0.15,Standard
ORD-20219,2024-08-16,2024-08-17,CUST-007,PRD-011,R04,6,0.1,Express
ORD-20220,2024-08-16,2024-08-20,CUST-008,PRD-003,R02,4,0.0,Express
ORD-20221,2024-08-16,2024-08-22,CUST-019,PRD-010,R03,9,0.0,Express
ORD-20222,2024-08-16,2024-08-20,CUST-002,PRD-011,R03,1,0.0,Standard
ORD-20223,2024-08-17,2024-08-23,CUST-021,PRD-003,R02,1,0.05,Standard
ORD-20224,2024-08-17,2024-08-18,CUST-050,PRD-002,R05,2,0.0,Standard
ORD-20225,2024-08-17,2024-08-20,CUST-054,PRD-008,R03,3,0.15,Same Day
ORD-20226,2024-08-18,2024-08-19,CUST-033,PRD-006,R01,1,0.0,Same Day
ORD-20227,2024-08-18,2024-08-23,CUST-026,PRD-006,R04,4,0.1,Standard
ORD-20228,2024-08-19,2024-08-23,CUST-036,PRD-010,R01,4,0.0,Standard
ORD-20229,2024-08-20,2024-08-22,CUST-045,PRD-006,R02,2,0.05,Express
ORD-20230,2024-08-22,2024-08-26,CUST-066,PRD-006,R02,2,0.0,Standard
ORD-20231,2024-08-22,2024-08-26,CUST-013,PRD-006,R02,3,0.0,Standard
ORD-20232,2024-08-22,2024-08-28,CUST-074,PRD-006,R02,4,0.0,Standard
ORD-20233,2024-08-23,2024-08-29,CUST-031,PRD-005,R04,1,0.05,Express
ORD-20234,2024-08-24,2024-08-26,CUST-078,PRD-002,R04,1,0.0,Standard
ORD-20235,2024-08-24,2024-08-25,CUST-025,PRD-003,R03,4,0.0,Standard
ORD-20236,2024-08-26,2024-09-01,CUST-063,PRD-003,R02,3,0.15,Express
ORD-20237,2024-08-27,2024-08-31,CUST-038,PRD-003,R04,1,0.0,Standard
ORD-20238,2024-08-28,2024-08-30,CUST-001,PRD-010,R03,6,0.0,Express
ORD-20239,2024-08-29,2024-09-02,CUST-003,PRD-002,R02,1,0.0,Standard
ORD-20240,2024-08-29,2024-09-02,CUST-013,PRD-003,R02,2,0.05,Standard
ORD-20241,2024-08-30,2024-09-04,CUST-048,PRD-006,R02,1,0.15,Standard
ORD-20242,2024-08-30,2024-09-04,CUST-047,PRD-004,R03,4,0.0,Standard
ORD-20243,2024-08-31,2024-09-06,CUST-014,PRD-003,R01,4,0.0,Express
ORD-20244,2024-09-01,2024-09-02,CUST-077,PRD-004,R05,2,0.0,Express
ORD-20245,2024-09-01,2024-09-07,CUST-027,PRD-006,R05,3,0.0,Standard
ORD-20246,2024-09-02,2024-09-08,CUST-007,PRD-009,R04,1,0.0,Standard
ORD-20247,2024-09-02,2024-09-05,CUST-045,PRD-012,R02,5,0.0,Standard
ORD-20248,2024-09-03,2024-09-09,CUST-042,PRD-011,R01,5,0.0,Same Day
ORD-20249,2024-09-04,2024-09-08,CUST-010,PRD-005,R02,1,0.15,Express
ORD-20250,2024-09-04,2024-09-10,CUST-032,PRD-006,R04,2,0.0,Standard
ORD-20251,2024-09-05,2024-09-09,CUST-051,PRD-005,R02,1,0.0,Standard
ORD-20251,2024-09-05,2024-09-09,CUST-051,PRD-005,R02,1,0.0,Standard
ORD-20252,2024-09-05,2024-09-06,CUST-033,PRD-003,R01,4,0.0,Standard
ORD-20253,2024-09-07,2024-09-09,CUST-030,PRD-012,R01,5,0.0,Standard
ORD-20254,2024-09-07,2024-09-11,CUST-022,PRD-001,R03,1,0.1,Standard
ORD-20255,2024-09-07,2024-09-13,CUST-032,PRD-003,R04,1,0.0,Standard
ORD-20256,2024-09-07,2024-09-12,CUST-022,PRD-009,R03,1,0.0,Standard
ORD-20257,2024-09-09,2024-09-14,CUST-016,PRD-008,R05,4,0.1,Express
ORD-20258,2024-09-09,2024-09-15,CUST-020,PRD-003,R04,4,0.0,Express
ORD-20259,2024-09-10,2024-09-12,CUST-010,PRD-012,R02,3,0.0,Express
ORD-20260,2024-09-12,2024-09-14,CUST-009,PRD-005,R03,1,0.15,Express
ORD-20261,2024-09-13,2024-09-19,CUST-024,PRD-008,R02,3,0.0,Standard
ORD-20262,2024-09-14,2024-09-15,CUST-045,PRD-002,R02,3,0.1,Standard
ORD-20263,2024-09-15,2024-09-17,CUST-007,PRD-011,R04,1,0.0,Standard
ORD-20264,2024-09-18,2024-09-23,CUST-036,PRD-002,R01,1,0.05,Standard
ORD-20265,2024-09-19,2024-09-21,CUST-053,PRD-004,R03,3,0.0,Standard
ORD-20266,2024-09-20,2024-09-22,CUST-058,PRD-011,R02,2,0.0,Standard
ORD-20267,2024-09-20,2024-09-26,CUST-038,PRD-012,R04,5,0.15,Standard
ORD-20268,2024-09-23,2024-09-24,CUST-052,PRD-011,R05,6,0.15,Standard
ORD-20269,2024-09-24,2024-09-29,CUST-045,PRD-010,R02,9,0.0,Express
ORD-20270,2024-09-24,2024-09-25,CUST-077,PRD-003,R05,2,0.05,Same Day
ORD-20271,2024-09-26,2024-09-27,CUST-068,PRD-001,R04,1,0.0,Express
ORD-20272,2024-09-26,2024-09-30,CUST-028,PRD-006,R01,1,0.0,Standard
ORD-20273,2024-09-27,2024-10-01,CUST-005,PRD-001,R02,2,0.0,Standard
ORD-20274,2024-09-28,2024-10-02,CUST-071,PRD-012,R05,2,0.05,Same Day
ORD-20275,2024-09-29,2024-10-01,CUST-001,PRD-001,R03,2,0.05,Standard
ORD-20276,2024-10-02,2024-10-07,CUST-031,PRD-004,R04,4,0.05,Express
ORD-20277,2024-10-04,2024-10-05,CUST-020,PRD-003,R04,2,0.1,Express
ORD-20278,2024-10-05,2024-10-10,CUST-053,PRD-001,R03,1,0.0,Same Day
ORD-20279,2024-10-06,2024-10-10,CUST-002,PRD-006,R03,4,0.0,Express
ORD-20280,2024-10-07,2024-10-08,CUST-065,PRD-002,R05,2,0.0,Standard
ORD-20281,2024-10-09,2024-10-12,CUST-050,PRD-011,R05,1,0.0,Standard
ORD-20282,2024-10-09,2024-10-15,CUST-032,PRD-009,R04,2,0.15,Same Day
ORD-20283,2024-10-10,2024-10-13,CUST-001,PRD-004,R03,4,0.0,Standard
ORD-20284,2024-10-10,2024-10-16,CUST-036,PRD-011,R01,4,0.05,Standard
ORD-20285,2024-10-12,2024-10-13,CUST-045,PRD-010,R02,3,0.15,Standard
ORD-20286,2024-10-12,2024-10-18,CUST-051,PRD-004,R02,4,0.1,Standard
ORD-20287,2024-10-16,2024-10-18,CUST-031,PRD-011,R04,3,0.05,Standard
ORD-20288,2024-10-18,2024-10-23,CUST-009,PRD-012,R03,5,0.05,Express
ORD-20289,2024-10-19,2024-10-20,CUST-015,PRD-008,R01,4,0.0,Standard
ORD-20290,2024-10-19,2024-10-22,CUST-043,PRD-004,R02,2,0.05,Express
ORD-20291,2024-10-20,2024-10-25,CUST-019,PRD-011,R03,6,0.0,Standard
ORD-20292,2024-10-20,2024-10-22,CUST-008,PRD-012,R02,5,0.05,Standard
ORD-20293,2024-10-20,2024-10-26,CUST-031,PRD-004,R04,1,0.0,Express
ORD-20294,2024-10-20,2024-10-26,CUST-018,PRD-002,R02,2,0.15,Standard
ORD-20295,2024-10-22,2024-10-25,CUST-032,PRD-011,R04,5,0.0,Standard
ORD-20296,2024-10-25,2024-10-28,CUST-050,PRD-009,R05,1,0.1,Standard
ORD-20297,2024-10-25,2024-10-31,CUST-014,PRD-003,R01,5,0.1,Express
ORD-20298,2024-10-26,2024-10-29,CUST-078,PRD-007,R04,1,0.0,Express
ORD-20299,2024-10-26,2024-11-01,CUST-011,PRD-003,R04,4,0.1,Standard
ORD-20300,2024-10-28,2024-11-02,CUST-080,PRD-011,R03,2,0.05,Express
ORD-20301,2024-10-28,2024-10-31,CUST-030,PRD-004,R01,4,0.05,Standard
